51310200,44116,20200201,01,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,01,0,1.8,0,0
51310200,44116,20200201,02,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,14,1,4.3,0,0
51310200,44116,20200201,03,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,13,1,2.3,0,0
51310200,44116,20200201,04,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,15,0,1.8,0,0
51310200,44116,20200201,05,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,11,1,1.1,0,0
51310200,44116,20200201,06,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,11,1,.6,0,0
51310200,44116,20200201,07,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,14,1,1.1,0,0
51310200,44116,20200201,08,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,13,1,3.8,0,0
51310200,44116,20200201,09,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,02,1,6.6,0,0
51310200,44116,20200201,10,東京都多摩小平保健所,1,13,東京都,13211,小平市,16,01,1,10.3,0,0
51310200,44116,20200201,11,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,1,11.3,0,0
51310200,44116,20200201,12,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,01,2,11.7,0,0
51310200,44116,20200201,13,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,01,2,12.4,0,0
51310200,44116,20200201,14,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,01,2,12.3,0,0
51310200,44116,20200201,15,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,1,12.3,0,0
51310200,44116,20200201,16,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,1,11.4,0,0
51310200,44116,20200201,17,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,01,2,9.5,0,0
51310200,44116,20200201,18,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,01,1,8.2,0,0
51310200,44116,20200201,19,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,15,1,7.4,0,0
51310200,44116,20200201,20,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,0,6.7,0,0
51310200,44116,20200201,21,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,1,6.2,0,0
51310200,44116,20200201,22,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,15,1,5.8,0,0
51310200,44116,20200201,23,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,14,1,5.7,0,0
51310200,44116,20200201,24,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,14,1,5.3,0,0
51310200,44116,20200202,01,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,13,1,3.9,0,0
51310200,44116,20200202,02,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,12,1,3.5,0,0
51310200,44116,20200202,03,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,14,0,3.3,0,0
51310200,44116,20200202,04,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,0,3.1,0,0
51310200,44116,20200202,05,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,13,1,2.5,0,0
51310200,44116,20200202,06,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,15,0,3.4,0,0
51310200,44116,20200202,07,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,1,4.4,0,0
51310200,44116,20200202,08,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,12,1,5.9,0,0
51310200,44116,20200202,09,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,15,1,8.9,0,0
51310200,44116,20200202,10,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,1,10,0,0
51310200,44116,20200202,11,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,01,1,11.6,0,0
51310200,44116,20200202,12,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,02,1,12.4,0,0
51310200,44116,20200202,13,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,2,11.8,0,0
51310200,44116,20200202,14,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,02,1,12.4,0,0
51310200,44116,20200202,15,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,02,1,12.5,0,0
51310200,44116,20200202,16,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,02,2,11.6,0,0
51310200,44116,20200202,17,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,02,1,10.3,0,0
51310200,44116,20200202,18,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,08,1,8.5,0,0
51310200,44116,20200202,19,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,11,0,9,0,0
51310200,44116,20200202,20,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,00,0,8,0,0
51310200,44116,20200202,21,東京都多摩小平保健所,1,13,東京都,13211,小平市,16,03,0,7.2,0,0
51310200,44116,20200202,22,東京都多摩小平保健所,1,13,東京都,13211,小平市,16,04,0,7.4,0,0
51310200,44116,20200202,23,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,00,0,6.7,0,0
51310200,44116,20200202,24,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,14,1,6.3,0,0
51310200,44116,20200203,01,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,13,0,6.1,0,0
51310200,44116,20200203,02,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,02,1,5.1,0,0
51310200,44116,20200203,03,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,16,0,5.2,0,0
51310200,44116,20200203,04,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,0,4.7,0,0
51310200,44116,20200203,05,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,15,1,5,0,0
51310200,44116,20200203,06,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,0,4.7,0,0
51310200,44116,20200203,07,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,13,1,4.7,0,0
51310200,44116,20200203,08,東京都多摩小平保健所,1,13,東京都,13211,小平市,12,14,1,5.2,0,0
51310200,44116,20200203,09,東京都多摩小平保健所,1,13,東京都,13211,小平市,16,02,1,6.7,0,0
51310200,44116,20200203,10,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,02,1,8.3,0,0
51310200,44116,20200203,11,東京都多摩小平保健所,1,13,東京都,13211,小平市,20,08,1,10,0,0
51310200,44116,20200203,12,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,08,1,11.7,0,0
51310200,44116,20200203,13,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,10,3,14.1,0,0
51310200,44116,20200203,14,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,07,3,14.9,0,0
51310200,44116,20200203,15,東京都多摩小平保健所,1,13,東京都,13211,小平市,12,09,3,14.7,0,0
51310200,44116,20200203,16,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,08,3,13.3,0,0
51310200,44116,20200203,17,東京都多摩小平保健所,1,13,東京都,13211,小平市,12,09,1,12,0,0
51310200,44116,20200203,18,東京都多摩小平保健所,1,13,東京都,13211,小平市,24,07,1,10.3,0,0
51310200,44116,20200203,19,東京都多摩小平保健所,1,13,東京都,13211,小平市,24,13,1,9.4,0,0
51310200,44116,20200203,20,東京都多摩小平保健所,1,13,東京都,13211,小平市,16,11,0,8.7,0,0
51310200,44116,20200203,21,東京都多摩小平保健所,1,13,東京都,13211,小平市,16,15,0,8.7,0,0
51310200,44116,20200203,22,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,1,9.6,0,0
51310200,44116,20200203,23,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,01,1,8.8,0,0
51310200,44116,20200203,24,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,1,8.6,0,0
51310200,44116,20200204,01,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,15,1,7.7,0,0
51310200,44116,20200204,02,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,13,1,6.6,0,0
51310200,44116,20200204,03,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,13,0,3.9,0,0
51310200,44116,20200204,04,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,14,1,4.7,0,0
51310200,44116,20200204,05,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,14,1,5.5,0,0
51310200,44116,20200204,06,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,16,1,5.2,0,0
51310200,44116,20200204,07,東京都多摩小平保健所,1,13,東京都,13211,小平市,12,16,1,4.9,0,0
51310200,44116,20200204,08,東京都多摩小平保健所,1,13,東京都,13211,小平市,0,01,1,5.6,0,0
51310200,44116,20200204,09,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,02,2,6.5,0,0
51310200,44116,20200204,10,東京都多摩小平保健所,1,13,東京都,13211,小平市,4,02,2,8.6,0,0
51310200,44116,20200204,11,東京都多摩小平保健所,1,13,東京都,13211,小平市,8,02,2,9.7,0,0
